# q1 [Angstrom]    q2 [Angstrom]
  -0.4160660225    4.9751223459
   0.5521101590    3.0387699829
  -0.4288156565    4.5031077718
  -0.5278295036    2.9905678131
  -0.4240772074    2.7990604773
   0.9681761815    3.8709020280
  -0.5056770444    2.9496148916
  -0.4955106708    2.9313348041
   1.0098488924    3.9650301524
   0.5625455060    4.8596369251
   1.0047249221    3.9534550728
   0.5447719909    4.8733609352
  -0.5667955215    4.6583320947
   0.3899059332    2.7449291853
   0.4641202450    2.8644242036
  -0.4473033863    2.8399391403
  -0.4599529312    2.8639110910
  -0.4097788195    2.7748262602
   0.9567014547    3.8785202282
   0.4851931955    2.9024349021
  -0.4195909408    2.7875631747
   0.3698691862    2.7065868243
  -0.3946393406    2.7454077867
  -0.3842657889    2.7279138132
  -0.3765266785    2.7147174214
  -0.4810076412    2.9063602762
  -0.9346664722    3.8136779382
   0.8687927276    3.6825271764
   0.4127282657    4.5946561002
  -0.4330298346    4.9239248081
   0.5305744850    2.9967161688
  -0.4536588310    4.7756932205
  -0.4560644619    2.8570706449
  -0.5221321262    2.9762315979
   0.9636043197    3.8627758381
  -0.9912847784    3.9136860446
  -0.6019051159    3.1349267196
   0.4193310558    2.7928600688
  -0.4909570753    4.6134363310
  -0.5500594861    4.7316411527
   0.4552063285    4.8352308983
   0.9510002334    3.8436430885
   0.3893796625    5.1174962763
  -0.9102881311    3.7747742193
  -0.9693905420    3.8929790411
   0.4957939049    2.9332304315
   0.5445041775    3.0195223827
  -0.0591024109    5.7135553032
  -0.4963916730    2.9355605115
  -0.9046051077    3.7519873809
  -0.5266412351    2.9844673542
   0.9560537822    3.8467954252
   0.4217595571    4.9153838755
  -0.4734795355    4.7313281294
   0.4593439738    2.8656811108
  -0.4082134347    4.7447707270
  -0.5342942251    3.0032763110
  -0.5161834538    2.9636841134
   0.9328235093    3.8126401818
  -0.9158651254    3.7828525187
  -0.4304755312    2.8120733304
   0.5005986418    2.9432801646
  -0.4356172622    4.8157119726
   0.4175338817    4.9063053560
   0.9515143357    3.8383444479
   0.4853895942    4.6438035812
  -0.9362159040    3.8145146890
   0.5339804540    3.0032766846
  -0.3683357103    2.7037692226
   0.3626661183    2.6959513461
   0.4444542112    2.8353813818
   0.4843088144    2.9039917915
   0.4497317273    2.8424102515
  -0.4742213702    2.8821917179
  -0.4758599438    2.8942670251
  -0.9160091230    3.7745653836
   0.9150366704    3.7716935777
   0.4361550207    4.7294568772
  -0.4553627335    4.7443456354
   0.4729939161    2.8876323363
  -0.4401491793    4.7262852712
  -0.4788816497    2.8993835363
  -0.9508859467    3.8367724893
  -0.5265596111    2.9881198180
   0.5486448135    3.0324150666
  -0.3887192235    4.9071431406
   0.9283566495    3.7983578032
   0.0134926934    5.5966526363
   0.4866783111    4.6502814011
   0.9164875668    3.7906628896
  -0.9685952986    3.8705242562
  -0.5418035188    3.0169406965
   0.5715566284    3.0754837597
  -0.4028091594    5.0242153352
   0.4731856176    4.6232960142
   0.9029948734    3.7636775027
   0.4243263356    4.8898917114
   0.4267917798    4.9541312937
  -0.9743657878    3.8811020785
  -0.9373640370    3.8098535136
   0.4298092558    2.8173062675
  -0.5249028570    2.9857463887
  -0.9176764933    3.7712936613
  -0.4803177929    2.8932867007
   0.9156935429    3.7748027364
   0.4412142349    4.7237613523
  -0.4869579924    4.6594205801
   0.4341675351    2.8171695250
  -0.4584801337    2.8629750003
  -0.9048842872    3.7557833073
   0.9149324525    3.7699289656
   0.4278063148    4.7441812411
  -0.4551996150    4.7915473666
   0.4852623363    2.9106234641
  -0.3927736363    4.8210993753
  -0.4464041535    4.6727435747
  -0.4744793080    2.8923742665
  -0.4871261377    2.9143163360
   0.9211255275    3.7910855099
   0.9404619513    3.8210226941
