# Angle [degrees]   occurrence (total=4)
174.296832                            0
174.396887                            0
174.496943                            0
174.596998                            0
174.697054                            0
174.797110                            0
174.897165                            0
174.997221                            0
175.097276                            0
175.197332                            0
175.297387                            0
175.397443                            0
175.497499                            0
175.597554                            0
175.697610                            0
175.797665                            0
175.897721                            0
175.997777                            0
176.097832                            0
176.197888                            0
176.297943                            0
176.397999                            0
176.498054                            0
176.598110                            0
176.698166                            0
176.798221                            0
176.898277                            0
176.998332                            0
177.098388                            0
177.198444                            0
177.298499                            0
177.398555                            0
177.498610                            0
177.598666                            0
177.698722                            0
177.798777                            0
177.898833                            0
177.998888                            0
178.098944                            0
178.198999                            0
178.299055                            0
178.399111                            0
178.499166                            0
178.599222                            0
178.699277                            0
178.799333                            0
178.899389                            0
178.999444                            0
179.099500                            0
179.199555                            0
179.299611                            0
179.399666                            0
179.499722                            0
179.599778                            0
179.699833                            0
179.799889                            0
179.899944                            0
180.000000                            0
